track_id,energy,tempo,speechiness,acousticness,instrumentalness,danceability,loudness,valence
01xAeS2cg8WRrGGc0VlenZ,0.549,146.052,0.0421,0.0486,7.5e-05,0.56,-10.005,0.472
01xAq8HMYTNqmsbH0ZvPMl,0.58,123.16,0.0381,0.187,0.0325,0.543,-7.643,0.515
01xVIxahT2Z5YQTojiUPf8,0.824,118.004,0.028,0.000541,7.26e-06,0.601,-5.817,0.735
01xhMrdCefADl7HSttJaf7,0.862,82.019,0.191,0.293,0.0,0.637,-4.343,0.573
01y5iYLkUGP0MoIsmMhjow,0.222,103.162,0.0291,0.828,1.85e-06,0.45,-12.669,0.0805
01ycChBaynB27CSzlbbbvJ,0.486,81.175,0.0985,0.698,0.0633,0.432,-11.056,0.264
01ykRuRaIcmd1gJJ6AK8Ey,0.66,108.893,0.338,0.0752,0.0,0.666,-5.413,0.378
01yzocKxaa6O95HdwFNT2R,0.123,149.483,0.0387,0.913,9.42e-06,0.498,-12.835,0.125
01zPnSlKCw9WLbY0kvNep0,0.923,143.992,0.248,0.176,0.0,0.709,-2.449,0.662
01ze6Pi7LSMEUnC6qCrelx,0.982,139.979,0.0876,0.00164,0.361,0.613,-2.138,0.376
020b0QxseQbcMTPKV49qRm,0.7,198.972,0.0348,0.147,0.0,0.402,-4.613,0.496
020ffiIfWvx5EH9VJ8Dkg2,0.531,146.018,0.0287,0.376,0.0,0.564,-5.809,0.407
020gYw7juUaNs2tLYMlfms,0.852,143.258,0.0489,0.0376,4.06e-06,0.487,-7.184,0.666
0233dmODqfxbCpHQmspl5e,0.691,83.984,0.026,0.00158,0.0,0.481,-4.253,0.428
023lag1AgeOf7YChojecRu,0.764,133.592,0.0586,0.0862,0.000122,0.838,-5.076,0.924
024BfR0Euyhn2ZfLyPwFtx,0.251,150.414,0.03,0.502,0.0,0.328,-12.413,0.392
024Si0VrgGuslpbud96tnX,0.724,103.966,0.147,0.234,0.00122,0.791,-6.11,0.824
025fgzDTovTo0rKyPSW8vt,0.565,141.963,0.0293,0.00757,6.56e-06,0.441,-5.866,0.373
0262Sk6OGLfzwbg3mVCZU9,0.239,138.372,0.0447,0.972,0.922,0.476,-16.998,0.117
026R8e89M0goYtCWLQNyI1,0.757,127.23,0.338,0.0729,0.0,0.741,-6.059,0.522
0274J9gSKNXBWEuGgKkuHQ,0.356,115.999,0.0345,0.124,0.235,0.809,-13.544,0.228
027aOauTeTU2aQlA1YO2i8,0.114,73.932,0.376,0.974,2.78e-06,0.449,-19.099,0.176
027h5P3kCyktHv9dpHUBBS,0.876,107.915,0.0757,0.0812,1.36e-06,0.767,-4.435,0.595
028lsIzliUXufTSEIQi8Sx,0.687,87.458,0.0309,0.0242,1.53e-05,0.4,-6.481,0.28
028njLMKzGg4gAVSgMeOhm,0.957,183.959,0.0637,0.00784,0.0,0.466,-3.302,0.657
029O4HWI1pVXLfFdfQd1Jb,0.723,138.007,0.143,4.48e-05,0.383,0.487,-11.148,0.391
029QP3fFtLaW9B9RKr8DAg,0.553,144.052,0.348,0.102,0.0,0.798,-6.296,0.158
029UJVfob20TQDOFQzYxDZ,0.705,163.609,0.39,0.961,0.0,0.532,-9.553,0.468
02A2Mi0vR68au8FHSX3xmc,0.529,141.982,0.0385,0.0946,0.00722,0.55,-7.338,0.323
02B7Gcfc6lXcuDnoZZZjhE,0.548,99.805,0.0628,0.542,5.66e-06,0.478,-7.199,0.0858
02BSpb2sKuFgs0Go3LRbTj,0.333,126.619,0.0324,0.000968,0.4,0.607,-12.717,0.0802
02BkXxVpfkP4LDLKrlbsgo,0.847,193.98,0.439,0.0879,0.0,0.658,-3.538,0.69
02C5knfgnWYvGedro71UIm,0.575,78.689,0.238,0.232,0.0,0.833,-9.341,0.807
02COSjkOwyoMNW30Tge9Gu,0.93,82.42,0.0594,0.00238,0.0,0.529,-4.904,0.505
02CPGci789jBYhpFbEiu7P,0.527,92.379,0.0397,0.472,0.0,0.51,-8.707,0.597
02CdafySiW9JoKIXb5RheG,0.433,119.998,0.038,0.113,0.00345,0.815,-9.641,0.963
02Cnl9Atf8Dd8eRmgL5DFI,0.646,108.037,0.0925,0.0147,4.42e-05,0.742,-5.778,0.655
02CwqROylBG7H1gDnrbun9,0.408,127.881,0.0549,0.563,9.58e-05,0.563,-9.118,0.398
02D9uD9WQb834Lb54xCvDS,0.648,59.041,0.0466,0.349,0.0,0.606,-7.802,0.646
02DDdvA9KjwSbVShx0cvnx,0.688,132.041,0.0449,0.00342,4.88e-05,0.659,-5.448,0.96
02DaqClSJTt95OvsiroP5j,0.617,90.502,0.151,0.0134,0.0,0.387,-6.277,0.542
02DoXNeIVYvONhTk1fGQrz,0.752,128.029,0.0378,0.354,1.1e-05,0.656,-5.622,0.477
02E2oPfWBE0hTyKt5sEUQZ,0.08,127.205,0.0347,0.891,0.00103,0.316,-18.73,0.178
02EugLKmemylvPlCSU21AY,0.576,108.081,0.0755,0.00705,0.000442,0.768,-12.326,0.248
02F04GxKOKHIvmf5nfsBrI,0.633,131.985,0.131,2.97e-06,0.0209,0.51,-2.95,0.8
02FjtTsZwY2Gmk5TMpPI36,0.859,145.968,0.0538,7.43e-05,0.000102,0.426,-5.115,0.336
02G8w6L5nlaK7M0e2Ytinu,0.844,129.883,0.0257,0.00288,2.11e-05,0.749,-6.03,0.921
02GBtzxf70cvt8wxxhKnyG,0.968,149.48,0.0424,1.51e-05,0.0408,0.479,-4.698,0.694
02GLGUeTEh5DqUCoBGUra6,0.475,166.071,0.0764,0.76,0.0,0.607,-10.554,0.874
02GLKY3lmM9uh3X5EDdga2,0.561,90.026,0.0539,0.217,0.0,0.661,-5.229,0.27
02GwPAncasVL82yC7y2hmN,0.844,156.069,0.167,0.142,0.0,0.735,-5.215,0.742
02H8JYd2hItFqfppgu5efp,0.86,93.022,0.0409,0.252,0.0,0.718,-4.162,0.883
02HUcZIF7Z2RqSvAxdRPqi,0.706,98.967,0.0304,0.0625,0.0,0.658,-5.347,0.427
02I9nZQLbMcaCiucq4VoXd,0.909,115.998,0.0317,0.0016,0.000276,0.457,-9.451,0.755
02ISLTUYF5GUjKrL7zvRb9,0.45,121.982,0.0426,0.000381,0.000202,0.831,-5.785,0.898
02IxhazqV9GcLz2dJYm6an,0.852,125.004,0.0477,0.000387,0.724,0.743,-6.079,0.631
02JHs4dLIRc3n2mxrJZDtA,0.222,115.798,0.03,0.955,0.216,0.565,-13.229,0.55
02JIdsrod3BYucThfUFDUX,0.303,139.475,0.0422,0.839,0.0,0.439,-10.839,0.268
02JRozQlGwY7WF1xlw15G0,0.968,108.019,0.0684,0.000437,0.0,0.504,-3.497,0.427
02KGkBz8Tyc9TB2RqCd9Z5,0.513,73.055,0.0257,0.199,0.0396,0.488,-7.469,0.406
02KpkaZbiutsR0ucxce4Sh,0.424,97.506,0.0314,0.626,0.0,0.535,-7.491,0.539
02LAK7qT1wya0klSeNO96f,0.447,133.776,0.102,0.157,0.00564,0.698,-8.04,0.407
02LZ1fGJE8fB56yTlCVMEV,0.624,109.977,0.0531,0.00348,0.00389,0.914,-6.112,0.346
02LnwwnaanFpM5dZNArPBb,0.79,93.996,0.0843,0.0386,0.000363,0.834,-5.329,0.961
02M3vkSHb8jbX4hIb4xD6Z,0.923,118.98,0.0373,0.107,0.00757,0.642,-5.933,0.705
02M6vucOvmRfMxTXDUwRXu,0.705,136.024,0.126,0.0128,0.0,0.747,-5.137,0.56
02MdksRk96YQj2iTN7aCgf,0.426,100.158,0.0524,0.284,0.000193,0.638,-9.046,0.788
02NsyKP7MmUEBpXs4lm4FH,0.843,123.054,0.0976,0.016,0.0,0.773,-4.031,0.935
02OBEsgNfL0u9AGDUOIsDU,0.736,75.997,0.111,0.0342,0.0,0.84,-4.37,0.657
02PTdS9L4BFXOtNvyM1ukF,0.872,142.045,0.0444,8.21e-05,3.37e-06,0.443,-4.205,0.211
02QwHNesGgFUpcRBosNdd5,0.288,67.034,0.0307,0.526,5.17e-06,0.205,-7.988,0.158
02SQcBSULnUUm3QHxbF8H9,0.853,159.332,0.0519,0.0762,0.0,0.565,-2.333,0.338
02SUyCzxfqllXeEUqVNMVv,0.624,87.99,0.0358,0.306,0.0144,0.616,-9.128,0.304
02T1Oqr7tohLKjEwLbNa76,0.589,204.932,0.0347,0.639,0.0,0.288,-4.733,0.43
02UYYPOGSBXxGEMce927XV,0.511,117.896,0.0297,0.397,0.0,0.712,-8.753,0.412
02UnamzTn2rySwzcMkq5qx,0.662,140.046,0.0265,0.209,3.92e-05,0.573,-4.461,0.256
02W7uH4t2LhSWKauY0IHyx,0.514,175.096,0.456,0.179,0.0,0.444,-6.206,0.182
02WDuAXXKumemrvsmrVBvH,0.768,152.005,0.058,0.329,0.0,0.584,-4.185,0.729
02WacdrRpm4zlP8H7X6bnQ,0.174,112.175,0.0332,0.851,1.92e-05,0.608,-8.796,0.193
02Wxt6S5N3socdwU5nMvuH,0.756,91.995,0.0713,0.321,0.0,0.802,-4.881,0.702
02XnQdf7sipaKBBHixz3Zp,0.692,114.906,0.0438,0.113,0.0,0.762,-3.973,0.397
02YZLChInXZPMLPoSmYa9z,0.511,200.08,0.0415,0.324,0.257,0.693,-7.83,0.92
02YdadbtCsLQNmJIxZETv8,0.178,108.602,0.0435,0.905,0.176,0.494,-21.115,0.468
02Z1u6mX0puSryZFJpqV0G,0.48,182.756,0.0975,0.869,2.72e-06,0.403,-7.79,0.253
02Z2ss1YQtaybzwcyqWTLV,0.868,92.859,0.035,0.236,0.066,0.393,-4.637,0.725
02Z7LG6DNTuVTJiGdvTwDu,0.113,71.11,0.055,0.6,1.56e-05,0.676,-17.238,0.233
02ZorlDGq0uTnMobHNh4EL,0.535,175.921,0.0933,0.539,0.0266,0.489,-10.34,0.04
02a3YjaSKk3KZxK5mMnSW1,0.641,119.971,0.154,0.0609,0.0,0.873,-9.197,0.832
02acUMylPHMjJ9miDc9b38,0.729,188.017,0.0307,0.0152,2.63e-05,0.435,-4.818,0.524
02b5L9jExmkRTdUTqXFzmR,0.689,127.98,0.0337,0.0884,0.0,0.66,-2.671,0.427
02bp2Aq5cFTUfDnOYJxuuL,0.914,91.045,0.0557,0.000136,1.05e-06,0.493,-5.894,0.74
02cmTSoSU4AziWR0QAu0lT,0.899,125.974,0.0413,0.00432,0.11,0.628,-5.139,0.0591
02dVj5B3vXOjylEFYCCsYQ,0.0259,90.128,0.0444,0.964,0.864,0.102,-30.196,0.0319
02eD9ymfJOJOhM97HYp5R9,0.3,80.993,0.0286,0.578,8.3e-06,0.525,-8.005,0.206
02ePLmR1A5hSSkIuD2S3Zq,0.916,100.077,0.111,0.0246,0.0,0.351,-4.272,0.45
02ePjHjIiszSYqeLykvpTN,0.909,125.418,0.0463,0.159,1.27e-06,0.487,-3.484,0.51
02fXgTUWoo3CdwCAzBh35l,0.885,97.522,0.213,0.183,0.000172,0.871,-4.974,0.561
02fbPCPI1RZ6J58ZexOV1f,0.918,129.96,0.0609,0.00684,0.0256,0.371,-3.399,0.294
02fepHrvkesO0t2gcnxLH0,0.494,200.229,0.105,0.806,0.0,0.365,-10.934,0.649
02gV5Zc9ctbZxD1uTNIok5,0.213,64.177,0.0279,0.554,3.68e-06,0.453,-13.656,0.0955
02hI9MoVLnCI02AyqoCTH9,0.776,135.619,0.0349,0.154,0.0,0.295,-3.651,0.365
02hZI7ecPijbO156E9d4iE,0.963,176.99,0.214,0.000958,3.11e-05,0.443,-3.178,0.48
02iCjWBd2cOMbTnMs5Zek8,0.889,139.961,0.0441,0.0284,1.2e-06,0.676,-4.277,0.649
02iZJRlOZ7VRbzO8uVdOva,0.244,100.142,0.029,0.951,0.173,0.462,-16.96,0.078
02jxYhiWWwoKX4noECbILy,0.956,146.921,0.0829,0.00793,8.02e-05,0.434,-5.253,0.442
02lTDOxHeXTHsdwXoz6lpC,0.895,168.479,0.118,0.083,0.00266,0.269,-6.382,0.16
02mQcDoU5cn15U6tqZmL4e,0.88,125.418,0.0329,0.0242,2.04e-06,0.645,-3.403,0.834
02mVOumORPap7T7vXQVsnk,0.884,118.058,0.0782,0.342,5.11e-06,0.615,-4.184,0.265
02oS4EwEsqUfEpcNDwAbTM,0.825,120.066,0.193,0.0778,0.0,0.769,-4.283,0.721
02opp1cycqiFNDpLd2o1J3,0.684,170.861,0.168,0.191,0.0,0.442,-4.888,0.218
02p1aUIcbTUtk0YErCrpx5,0.15,82.786,0.0275,0.862,2.01e-05,0.405,-11.413,0.18
02p3rWrBQP7Ik3xPhoNPsJ,0.783,114.997,0.0372,0.046,0.0,0.56,-5.565,0.387
02ppjS0M2Q0AVN2wWsF09Q,0.372,144.764,0.0323,0.175,0.00011,0.478,-10.866,0.272
02qVj9sW2Zz8mhklaIrDRI,0.645,161.964,0.0316,0.00172,0.00094,0.338,-6.962,0.0704
02qhH1lM7cnv21869kWW06,0.692,139.884,0.033,0.0171,1.83e-05,0.474,-5.776,0.492
02r2uE8nEHpJAvFFttQxqh,0.728,123.982,0.0383,0.00226,0.00242,0.542,-4.22,0.13
02sDcMNkzQPHWt6C7R0YBt,0.715,167.771,0.0527,0.00172,0.713,0.416,-5.281,0.653
02srSkeu2pzybuVr2B9TJm,0.593,120.753,0.0328,0.732,0.00366,0.564,-9.245,0.766
02tBoGhPOILIqqwt2hgZw1,0.319,109.311,0.0319,0.798,0.378,0.526,-11.682,0.705
02tHZBHGxx65FiMyuR9fxT,0.245,96.098,0.0545,0.992,0.707,0.376,-14.185,0.0955
02u4AfY7ZufyToVq6VjJvd,0.991,126.419,0.326,0.00292,0.0,0.302,-2.711,0.175
02utvJ5kGIQJbOJdK3WxDF,0.881,167.782,0.28,0.0925,0.00371,0.716,-5.906,0.961
02uv1Nasfgcz7sgnndUSY8,0.775,119.992,0.0587,0.0284,8.98e-05,0.862,-5.969,0.334
02vKYsGA7RZ9mU1wTNljE5,0.543,133.692,0.0456,0.0478,0.0,0.625,-5.863,0.45
02vbwgCw4piXoMteswBt5I,0.417,104.504,0.255,0.0452,0.0824,0.908,-8.244,0.81
02wZwpZW6ADtmLAMQomvkc,0.937,95.058,0.0445,0.134,0.0231,0.76,-3.073,0.92
02wfEb4PyvM4XvsqDNtqVm,0.571,122.463,0.0421,0.0173,0.0,0.754,-8.547,0.82
02ww0c8o8q5oKwjjKx5Qjn,0.246,101.426,0.0355,0.932,5.01e-06,0.484,-10.179,0.325
02xmGU9unopKjpblPRC67j,0.117,125.288,0.0511,0.992,0.909,0.373,-25.222,0.189
02y3FRLRlmzIpi2y8ZbN2w,0.422,130.2,0.0356,0.395,0.0,0.677,-8.443,0.19
02yD6Wmpx5kLAoXLQOnuEb,0.398,111.661,0.0385,0.786,3.47e-06,0.4,-6.038,0.16
02yN0dNQ6ia9CsgjexYERp,0.434,115.287,0.518,0.604,0.0,0.758,-9.804,0.721
02zEv68ePhPj9EgCUpBE0R,0.342,106.421,0.0387,0.185,0.0,0.752,-8.905,0.965
02zfebiK2OVrhCFa35fRCA,0.626,120.056,0.209,0.119,0.0,0.896,-5.515,0.397
0301nLjG0ti26rx5ZmfqtP,0.6,101.78,0.341,0.112,0.000171,0.795,-14.004,0.633
030oP5zYYT57rlsvLQbQFp,0.419,135.597,0.0715,0.494,0.0,0.761,-15.932,0.835
030qDkddLuZG0GQOvlAUFv,0.406,143.96,0.0313,0.0377,0.0367,0.446,-5.988,0.17
031otVAAs8xKg1q9Vs8ngk,0.835,95.457,0.0395,0.202,8.07e-05,0.599,-11.077,0.586
031uTUhyy6xmDJqmeWJBi9,0.959,139.997,0.119,0.000321,0.14,0.453,-6.121,0.204
0332p5aiaQ6vyomilcGSy4,0.885,149.929,0.259,0.666,9.89e-05,0.638,-4.353,0.436
0334EJKexX0DKq43k5mnrT,0.923,123.035,0.0296,0.0042,0.0,0.579,-3.603,0.69
0336UwEBwBBao8uWCuugYr,0.488,151.798,0.326,0.394,0.000649,0.669,-4.711,0.548
035HpdSiiGZ3M36CfSgq5c,0.214,161.278,0.353,0.978,0.0,0.637,-15.611,0.759
035QPHPAcqApSGMMcogT45,0.51,105.013,0.0242,0.211,0.00951,0.74,-7.477,0.528
0363w3IUcO4cJMsAFLpfLY,0.692,128.009,0.0486,0.00636,0.00231,0.672,-6.566,0.67
036GQb6SETOJJG8BxJTNxc,0.925,118.024,0.0359,0.039,0.0,0.71,-3.329,0.93
0375PEO6HIwCHx5Y2sowQm,0.904,75.667,0.0656,0.0159,0.0,0.533,-4.741,0.323
037Q3LMK7nqfCsTsD0E0JP,0.846,89.23,0.0337,0.000819,0.00139,0.633,-6.347,0.448
037pD2TFLLXo9CA4shqfj7,0.575,122.067,0.039,0.0115,0.247,0.778,-12.282,0.96
038jgLNIvp7QQNf5vILf5d,0.706,116.02,0.026,0.047,4.25e-06,0.765,-5.477,0.669
0395QTZZOMJnYf88fZBDq8,0.578,125.822,0.0285,0.739,8.72e-06,0.493,-9.115,0.891
03A424HfAMnhY2RbPhcTxh,0.258,147.931,0.0553,0.577,0.0,0.486,-10.18,0.547
03AhYPRQeOqG2j54Tdg94E,0.826,128.144,0.0358,0.0254,0.00974,0.657,-12.339,0.685
03BNPuzC2y91UJmxUeRiBf,0.623,177.928,0.103,0.926,1.38e-05,0.564,-3.906,0.669
03BlS72KhozBLB4dXIB3TV,0.622,94.897,0.0442,0.0623,1.66e-05,0.36,-8.498,0.17
03CG83FULo7U50k01Amvom,0.604,113.193,0.0585,0.0176,0.856,0.494,-12.09,0.054
03CLsFk6JSz301bKuukPSD,0.256,77.906,0.042,0.869,0.078,0.324,-11.229,0.182
03CTFv1QHG6ByDk6yBu9T2,0.00815,139.051,0.0427,0.945,0.921,0.146,-26.659,0.0386
03Cu1d9U6Xrs27qPlk1ULx,0.432,173.023,0.285,0.0723,0.00109,0.825,-9.56,0.842
03D9dvJvM8hvoZ90babytA,0.654,177.941,0.237,0.236,0.0,0.301,-5.892,0.203
03FHR5ifH0Fhr8NsxuIcyz,0.87,136.959,0.0766,0.25,0.0,0.533,-6.288,0.562
03FcCV2h88qkjuhTaEB5Zh,0.577,95.011,0.0307,0.0643,0.851,0.725,-7.859,0.574
03FlSWryOCZxUEsjWezLsf,0.85,104.974,0.0312,0.0601,3.19e-05,0.672,-4.557,0.431
03GeUsYpLZHTCe3WvlDFIv,0.762,166.056,0.389,0.0372,0.0,0.501,-5.439,0.412
03GmiapZrVujkO2BwX945T,0.74,124.4,0.103,0.00275,0.759,0.409,-1.601,0.566
03HbxaCm8eBHLxbfdRRQ2e,0.259,129.924,0.035,0.67,0.0,0.715,-10.493,0.3
03ImchswSXPA2KzLrc9hAL,0.865,170.651,0.446,0.29,0.0,0.547,-5.778,0.528
03IxJiB8ZOH9hEQZF5mCNY,0.918,125.009,0.0676,0.153,0.0328,0.725,-4.912,0.201
03JNEVo1MEaGQZtn7MbUF0,0.855,131.634,0.059,0.0417,0.0568,0.508,-9.259,0.575
03JbYQiWdbNU50NmmSU6q3,0.811,179.595,0.0518,0.464,1.17e-05,0.495,-6.422,0.911
03JdRoOgM2FUP0HSQSTgKx,0.895,162.043,0.177,0.0619,0.0,0.559,-4.191,0.646
03KBMu38Su4sqBzDzusiz8,0.397,97.312,0.0294,0.664,0.00777,0.755,-7.195,0.582
03L2AoiRbWhvt7BDMx1jUB,0.43,174.983,0.165,0.338,1.18e-05,0.429,-11.373,0.125
03LDhOzdLgeI4tyUgp7aQ8,0.74,109.278,0.0513,0.236,6.61e-05,0.727,-11.755,0.909
03LpkqucyYKcYclDs8HuxO,0.779,84.975,0.071,0.0688,3.99e-06,0.694,-6.984,0.594
03MWa1FMygR3RrQoQytsjS,0.691,134.751,0.0338,0.546,1.3e-06,0.706,-5.86,0.597
03Mradtcg4Il4gUQJ9LC9V,0.312,89.484,0.277,0.48,3.95e-05,0.557,-15.003,0.0748
03NFwyU24Ms6qJWCPb8y8X,0.164,99.145,0.0367,0.844,0.0,0.696,-9.73,0.364
03NWMTX4G4hKikHbH4HxZh,0.956,126.03,0.0332,0.00134,0.0908,0.586,-1.378,0.326
03OTf5ZmbAt28uhIr3n7I0,0.877,95.355,0.0652,0.187,0.0,0.363,-5.512,0.0893
03QK3Hi8cRwq1Qg7VnNbci,0.863,92.909,0.315,0.235,0.0,0.705,-3.903,0.938
03RENvqJKYdvWUhbuZwJY3,0.621,124.543,0.0373,0.299,0.267,0.696,-7.474,0.157
03RFScByLwJTxTme6n4BpP,0.402,114.039,0.035,0.443,0.000244,0.647,-9.922,0.437
03RgalWhxOQyRbhfTGVRzl,0.748,92.99,0.246,0.0274,3.8e-06,0.867,-5.8,0.432
03SrfAN9FVi3EacVu24SMZ,0.838,125.975,0.0458,0.0349,0.559,0.764,-5.083,0.156
03UXxrcZKSHIYCgbiGOTcD,0.12,78.805,0.0387,0.809,0.0,0.511,-13.683,0.33
03UoekUgoEuKeCZ2AxY89T,0.989,135.025,0.156,8.3e-05,0.0,0.521,-2.645,0.15
03UxJIHLIeqlbCNv5bWNr7,0.448,124.075,0.0377,0.365,7.96e-05,0.645,-10.222,0.858
03VXrViYqJpdhuBEV0p0ak,0.38,92.933,0.034,0.829,0.0,0.485,-11.773,0.531
03WmeqPnjaBnm4lfwm8v8z,0.85,78.045,0.0383,0.00369,0.0,0.401,-2.956,0.375
03WnNOTbCNsH7GecDIDLlQ,0.717,171.956,0.225,0.159,0.0,0.609,-4.961,0.677
03WuFsWpkytZ6c5iidS8Im,0.463,139.952,0.0432,0.354,0.00306,0.699,-7.212,0.356
03X3YEhpBI3Yl651OdqOCr,0.495,101.033,0.321,0.15,0.0,0.65,-6.86,0.652
03XCbxTcOKkjVZJE6Q4bN1,0.766,157.916,0.0389,0.0578,0.000244,0.613,-5.925,0.807
03XjpGGdsIPouALXem2Cku,0.284,65.977,0.0425,0.445,0.00129,0.738,-12.0,0.461
03XqmVxwDCceWvKlq40jVg,0.442,114.93,0.0286,0.00893,0.000156,0.675,-9.901,0.547
03XuNlAoOtDnj9AP58Uou9,0.138,125.316,0.0394,0.877,0.000954,0.613,-14.083,0.136
03XwnKr4R5m6B0oniEl7Fh,0.472,91.023,0.071,0.124,0.0,0.771,-6.916,0.444
03Y4XvMs8CcSVM7zQwdECF,0.688,94.938,0.108,0.354,2.57e-06,0.644,-4.407,0.616
03YZnK3XQWKpvo9TyNZzXf,0.688,150.03,0.0265,0.212,0.00964,0.418,-5.515,0.319
03YuyrltrfOOtysn0HBvax,0.786,153.8,0.0553,0.0322,0.000664,0.77,-3.516,0.969
03Z9Xiu6te6MbMRlICuDGL,0.727,160.143,0.32,0.228,0.000111,0.744,-11.225,0.869
03ZQQa7FnfggPBfYQVpa9a,0.593,166.054,0.0584,0.237,1.2e-06,0.399,-8.0,0.493
03ZuiUu7KVr1Bu4Ml855vp,0.539,131.596,0.0309,0.0164,0.00212,0.397,-7.963,0.238
03ZwNF6FTvazNuOXNQf8k8,0.898,140.452,0.0524,0.00106,0.0212,0.513,-6.242,0.61
03b1NUHnoavfpLLKcEMfIb,0.751,173.825,0.155,0.105,0.0,0.392,-6.586,0.438
03b2vOMFsvV6lRVO3GvJFj,0.677,97.355,0.202,0.0195,0.0,0.737,-4.637,0.914
03bcbJ2R35K27UaCFv0z8h,0.0368,71.863,0.0441,0.994,0.885,0.297,-24.047,0.0313
03c10OkRpmrQhssVZk3I0S,0.465,97.77,0.269,0.291,0.0,0.728,-12.968,0.675
03cHJhjbdDSXNUDPYtlxlo,0.96,135.807,0.0655,0.00369,0.00119,0.417,-5.53,0.38
03dTMO4H8B2OSv5FmXtpON,0.719,119.023,0.0475,0.0126,0.000177,0.564,-5.505,0.251
03e41JmoFNLssjNbHhDma7,0.632,147.508,0.0363,0.000174,8.19e-05,0.299,-3.28,0.297
03eVpHrGANUcDXDGRXFgGr,0.311,132.25,0.056,0.573,0.0,0.51,-12.441,0.377
03eWbrmzHkd5wuW6svNtyQ,0.659,129.991,0.0292,0.102,0.000109,0.634,-8.939,0.556
03egwBfmIRrfZtGCBhj5kg,0.791,107.983,0.0431,0.297,0.0833,0.616,-7.648,0.184
03esnE5CZwxCLie5NedKRo,0.768,126.407,0.0311,0.0502,0.0962,0.443,-5.849,0.717
03f7xZmt2wHCIDJBFPK8G4,0.689,168.112,0.148,0.254,5.44e-06,0.595,-6.107,0.213
03fT3OHB9KyMtGMt2zwqCT,0.886,143.935,0.0655,0.0916,0.0,0.506,-3.225,0.595
03fpHopekRlGGjK4B32QA9,0.284,136.047,0.0282,0.69,0.0,0.565,-12.841,0.199
03g7fElHSW3uhrJ09gx6c6,0.877,165.943,0.0637,0.0102,0.000118,0.504,-4.83,0.692
03gk2zRwm8uUZDbyZJtPgh,0.0285,106.162,0.0412,0.979,0.000528,0.442,-17.434,0.197
03gp1uTgpOdCxjDCXr3saU,0.794,119.944,0.0474,0.319,0.0,0.69,-2.576,0.505
03gvX91BuMzzXPyMjlYhAk,0.629,85.957,0.0338,0.405,0.0,0.483,-4.396,0.812
03hUwBvGTrQpHpvE4pO2oq,0.986,122.937,0.0924,0.00149,0.0,0.607,-3.399,0.433
03hqMhmCZiNKMSPmVabPLP,0.6,175.894,0.0398,0.113,1.32e-06,0.359,-7.317,0.195
03hyfD64TCQ73l3JlhA2CD,0.513,120.041,0.293,0.0123,0.0,0.876,-7.469,0.299
03igS7lAG27gWRZL7SLZ6G,0.724,93.029,0.293,0.523,0.0,0.434,-5.2,0.23
03j7SBv0wYWwxch2eOzXAg,0.723,120.017,0.0288,0.0048,0.000284,0.822,-9.952,0.86
03kCR9HZpX5muU7D8xYPOL,0.717,158.054,0.0457,0.00796,6.15e-05,0.505,-5.097,0.462
03kNLUkf1cJrWpCrM4yDP6,0.524,102.398,0.0352,0.11,0.0408,0.698,-7.372,0.612
03kZca43rgVgphYctcopJU,0.722,97.493,0.0308,0.277,0.00213,0.75,-7.032,0.759
03kfreOuBG8GPIyY0DNY1K,0.392,71.897,0.0278,0.334,5.66e-05,0.525,-8.273,0.288
03m03OVQGPuzt8Rw2r0a7t,0.393,78.843,0.0385,0.891,0.0,0.385,-10.326,0.541
03m5ynXvoV7XkMKQUvtYgy,0.654,154.001,0.0326,0.691,0.0,0.417,-6.321,0.265
03mV8s3P87R2Cz3NuUhR9P,0.345,94.802,0.031,0.936,0.000796,0.407,-12.297,0.207
03mfJFcTsxfldb0DPI4ygj,0.301,122.934,0.0366,0.758,0.00793,0.501,-10.8,0.179
03mvCCQX2y8MrCLQLsweRZ,0.956,126.558,0.18,0.191,0.0,0.671,-4.623,0.681
03nIxgtD55Ar8LsXZzkXBt,0.894,132.033,0.047,0.0747,2.34e-06,0.675,-5.251,0.883
03nPFge28H15qqfaWm5Nov,0.749,185.797,0.0813,0.000284,0.0303,0.295,-6.647,0.666
03nqSsVAITWXvDTIO8Gviw,0.00252,72.27,0.0727,0.995,0.897,0.436,-40.955,0.036
03qDVofuUUQSsSQCLWX0eF,0.505,139.956,0.058,0.381,0.00115,0.616,-9.307,0.228
03qKJWqX0I2tlMJiU72P1Y,0.859,182.956,0.0423,0.0194,0.0279,0.244,-4.57,0.567
03rha44BAgbLeccPPL3a6h,0.161,73.455,0.0275,0.784,0.000293,0.503,-11.817,0.12
03s27WxjamC3a3np6Pj4hg,0.937,121.973,0.0743,0.0232,0.714,0.745,-5.102,0.27
03sCmgb8PsB4vOH1jrkCGS,0.978,149.977,0.133,0.00111,0.0,0.426,-3.278,0.0749
03sHGNgxlmsNQfq0cZ3BE2,0.941,120.012,0.385,0.111,0.0,0.54,-5.683,0.557
03smuLvVykpbbRgfStsWsv,0.0609,113.924,0.0824,0.861,0.948,0.67,-33.238,0.998
03t6RDifkGB4chFXqNSvzE,0.948,168.712,0.185,0.00034,2.54e-05,0.27,-6.253,0.34
